radar_id,interval_start_time,altitude_band,number_of_measurements,avg_u_speed,avg_v_speed,avg_bird_density
KDIX,2010-10-05 10:20:00+00,1,14,0,0,0
KDIX,2010-10-05 10:20:00+00,2,14,0,0,0
KDOX,2010-10-05 10:20:00+00,1,14,0,0,0
KDOX,2010-10-05 10:20:00+00,2,14,0,0,0
KENX,2010-10-05 10:20:00+00,1,14,0,0,0
KENX,2010-10-05 10:20:00+00,2,14,0,0,0
KOKX,2010-10-05 10:20:00+00,1,14,0,0,0
KOKX,2010-10-05 10:20:00+00,2,14,0,0,0
KTYX,2010-10-05 10:20:00+00,1,14,0,0,0
KTYX,2010-10-05 10:20:00+00,2,14,0,0,0
KBUF,2010-10-05 10:40:00+00,1,14,0,0,0
KBUF,2010-10-05 10:40:00+00,2,14,0,0,0
KCCX,2010-10-05 10:40:00+00,1,14,0,0,0
KCCX,2010-10-05 10:40:00+00,2,14,0,0,0
KLWX,2010-10-05 10:40:00+00,1,14,0,0,0
KLWX,2010-10-05 10:40:00+00,2,14,0,0,0
KBOX,2010-10-05 22:00:00+00,1,14,0,0,0
KBOX,2010-10-05 22:00:00+00,2,14,0,0,0
KCBW,2010-10-05 22:00:00+00,1,14,0,0,0
KCBW,2010-10-05 22:00:00+00,2,14,0,0,0
KGYX,2010-10-05 22:00:00+00,1,14,0,0,0
KGYX,2010-10-05 22:00:00+00,2,14,0,0,0
KBGM,2010-10-05 22:20:00+00,1,14,0,0,0
KBGM,2010-10-05 22:20:00+00,2,14,0,0,0
KCXX,2010-10-05 22:20:00+00,1,14,0,0,0
KCXX,2010-10-05 22:20:00+00,2,14,0,0,0
KDIX,2010-10-05 22:20:00+00,1,14,0,0,0
KDIX,2010-10-05 22:20:00+00,2,14,0,0,0
KDOX,2010-10-05 22:20:00+00,1,14,0,0,0
KDOX,2010-10-05 22:20:00+00,2,14,0,0,0
KENX,2010-10-05 22:20:00+00,1,14,0,0,0
KENX,2010-10-05 22:20:00+00,2,14,0,0,0
KOKX,2010-10-05 22:20:00+00,1,14,0,0,0
KOKX,2010-10-05 22:20:00+00,2,14,0,0,0
KTYX,2010-10-05 22:20:00+00,1,14,0,0,0
KTYX,2010-10-05 22:20:00+00,2,14,0,0,0
KBUF,2010-10-05 22:40:00+00,1,14,0,0,0
KBUF,2010-10-05 22:40:00+00,2,14,0,0,0
KCCX,2010-10-05 22:40:00+00,1,14,0,0,0
KCCX,2010-10-05 22:40:00+00,2,14,0,0,0
KLWX,2010-10-05 22:40:00+00,1,14,0,0,0
KLWX,2010-10-05 22:40:00+00,2,14,0,0,0
KCBW,2010-10-05 23:00:00+00,1,14,0,0,0
KCBW,2010-10-05 23:00:00+00,2,14,0,0,0
KGYX,2010-10-05 23:00:00+00,1,14,0,0,0
KGYX,2010-10-05 23:00:00+00,2,14,0,0,0
KBGM,2010-10-05 23:20:00+00,1,14,0,0,0
KBGM,2010-10-05 23:20:00+00,2,14,0,0,0
KBOX,2010-10-05 23:20:00+00,1,14,0,0,0
KBOX,2010-10-05 23:20:00+00,2,14,0,0,0
KCXX,2010-10-05 23:20:00+00,1,14,0,0,0
KCXX,2010-10-05 23:20:00+00,2,14,0,0,0
KDIX,2010-10-05 23:20:00+00,1,14,0,0,0
KDIX,2010-10-05 23:20:00+00,2,14,0,0,0
KDOX,2010-10-05 23:20:00+00,1,14,0,0,0
KDOX,2010-10-05 23:20:00+00,2,14,0,0,0
KENX,2010-10-05 23:20:00+00,1,14,0,0,0
KENX,2010-10-05 23:20:00+00,2,14,0,0,0
KOKX,2010-10-05 23:20:00+00,1,14,0,0,0
KOKX,2010-10-05 23:20:00+00,2,14,0,0,0
KTYX,2010-10-05 23:20:00+00,1,14,0,0,0
KTYX,2010-10-05 23:20:00+00,2,14,0,0,0
KBUF,2010-10-05 23:40:00+00,1,14,0,0,0
KBUF,2010-10-05 23:40:00+00,2,14,0,0,0
KCCX,2010-10-05 23:40:00+00,1,14,0,0,0
KCCX,2010-10-05 23:40:00+00,2,14,0,0,0
KLWX,2010-10-05 23:40:00+00,1,14,0,0,0
KLWX,2010-10-05 23:40:00+00,2,14,0,0,0
KCBW,2010-10-06 00:00:00+00,1,14,0,0,0
KCBW,2010-10-06 00:00:00+00,2,14,0,0,0
KGYX,2010-10-06 00:00:00+00,1,14,-3.56537,-5.03709,5.05068
KGYX,2010-10-06 00:00:00+00,2,14,0,0,0
KBOX,2010-10-06 00:20:00+00,1,14,0,0,0
KBOX,2010-10-06 00:20:00+00,2,14,0,0,0
KCXX,2010-10-06 00:20:00+00,1,14,-3.80666,-4.49682,6.92972
KCXX,2010-10-06 00:20:00+00,2,14,0,0,0
KDIX,2010-10-06 00:20:00+00,1,14,0,0,0
KDIX,2010-10-06 00:20:00+00,2,14,0,0,0
KENX,2010-10-06 00:20:00+00,1,14,0,0,0
KENX,2010-10-06 00:20:00+00,2,14,0,0,0
KOKX,2010-10-06 00:20:00+00,1,14,0,0,0
KOKX,2010-10-06 00:20:00+00,2,14,0,0,0
KTYX,2010-10-06 00:20:00+00,1,14,0,0,0
KTYX,2010-10-06 00:20:00+00,2,14,0,0,0
KBGM,2010-10-06 00:40:00+00,1,14,0,0,0
KBGM,2010-10-06 00:40:00+00,2,14,0,0,0
KBUF,2010-10-06 00:40:00+00,1,14,0,0,0
KBUF,2010-10-06 00:40:00+00,2,14,0,0,0
KCCX,2010-10-06 00:40:00+00,1,14,0,0,0
KCCX,2010-10-06 00:40:00+00,2,14,0,0,0
KDOX,2010-10-06 00:40:00+00,1,14,0,0,0
KDOX,2010-10-06 00:40:00+00,2,14,0,0,0
KLWX,2010-10-06 00:40:00+00,1,14,0,0,0
KLWX,2010-10-06 00:40:00+00,2,14,0,0,0
KBOX,2010-10-06 01:00:00+00,1,14,0,0,0
KBOX,2010-10-06 01:00:00+00,2,14,0,0,0
KCBW,2010-10-06 01:00:00+00,1,14,-7.35149,-5.78567,1.14340
KCBW,2010-10-06 01:00:00+00,2,14,0,0,0
KGYX,2010-10-06 01:00:00+00,1,14,-5.44479,-6.62632,22.75652
KGYX,2010-10-06 01:00:00+00,2,14,0,0,0
KBGM,2010-10-06 01:20:00+00,1,14,0,0,0
KBGM,2010-10-06 01:20:00+00,2,14,0,0,0
KCXX,2010-10-06 01:20:00+00,1,14,-3.80696,-3.77261,13.04129
KCXX,2010-10-06 01:20:00+00,2,14,0,0,0
KDIX,2010-10-06 01:20:00+00,1,14,0,0,0
KDIX,2010-10-06 01:20:00+00,2,14,0,0,0
KENX,2010-10-06 01:20:00+00,1,14,0,0,0
KENX,2010-10-06 01:20:00+00,2,14,0,0,0
KOKX,2010-10-06 01:20:00+00,1,14,0,0,0
KOKX,2010-10-06 01:20:00+00,2,14,0,0,0
KTYX,2010-10-06 01:20:00+00,1,14,0,0,0
KTYX,2010-10-06 01:20:00+00,2,14,0,0,0
KBUF,2010-10-06 01:40:00+00,1,14,0,0,0
KBUF,2010-10-06 01:40:00+00,2,14,0,0,0
KCCX,2010-10-06 01:40:00+00,1,14,0,0,0
KCCX,2010-10-06 01:40:00+00,2,14,0,0,0
KDOX,2010-10-06 01:40:00+00,1,14,0,0,0
KDOX,2010-10-06 01:40:00+00,2,14,0,0,0
KLWX,2010-10-06 01:40:00+00,1,14,0,0,0
KLWX,2010-10-06 01:40:00+00,2,14,0,0,0
KBOX,2010-10-06 02:00:00+00,1,14,0,0,0
KBOX,2010-10-06 02:00:00+00,2,14,0,0,0
KCBW,2010-10-06 02:00:00+00,1,14,-7.34531,-5.57053,2.08103
KCBW,2010-10-06 02:00:00+00,2,14,0,0,0
KGYX,2010-10-06 02:00:00+00,1,14,-6.10931,-6.93775,23.88710
KGYX,2010-10-06 02:00:00+00,2,14,0,0,0
KBGM,2010-10-06 02:20:00+00,1,14,0,0,0
KBGM,2010-10-06 02:20:00+00,2,14,0,0,0
KCXX,2010-10-06 02:20:00+00,1,14,-3.75141,-6.00279,10.13680
KCXX,2010-10-06 02:20:00+00,2,14,0,0,0
KDIX,2010-10-06 02:20:00+00,1,14,0,0,0
KDIX,2010-10-06 02:20:00+00,2,14,0,0,0
KENX,2010-10-06 02:20:00+00,1,14,0,0,0
KENX,2010-10-06 02:20:00+00,2,14,0,0,0
KOKX,2010-10-06 02:20:00+00,1,14,0,0,0
KOKX,2010-10-06 02:20:00+00,2,14,0,0,0
KTYX,2010-10-06 02:20:00+00,1,14,0,0,0
KTYX,2010-10-06 02:20:00+00,2,14,0,0,0
KBUF,2010-10-06 02:40:00+00,1,14,0,0,0
KBUF,2010-10-06 02:40:00+00,2,14,0,0,0
KCCX,2010-10-06 02:40:00+00,1,14,0,0,0
KCCX,2010-10-06 02:40:00+00,2,14,0,0,0
KDOX,2010-10-06 02:40:00+00,1,14,0,0,0
KDOX,2010-10-06 02:40:00+00,2,14,0,0,0
KLWX,2010-10-06 02:40:00+00,1,14,0,0,0
KLWX,2010-10-06 02:40:00+00,2,14,0,0,0
KBOX,2010-10-06 03:00:00+00,1,14,0,0,0
KBOX,2010-10-06 03:00:00+00,2,14,0,0,0
KCBW,2010-10-06 03:00:00+00,1,14,-8.90719,-3.99831,3.54967
KCBW,2010-10-06 03:00:00+00,2,14,0,0,0
KGYX,2010-10-06 03:00:00+00,1,14,-6.73209,-6.73188,17.48895
KGYX,2010-10-06 03:00:00+00,2,14,0,0,0
KBGM,2010-10-06 03:20:00+00,1,14,0,0,0
KBGM,2010-10-06 03:20:00+00,2,14,0,0,0
KCXX,2010-10-06 03:20:00+00,1,14,-3.12237,-4.97184,4.78312
KCXX,2010-10-06 03:20:00+00,2,14,0,0,0
KDIX,2010-10-06 03:20:00+00,1,14,0,0,0
KDIX,2010-10-06 03:20:00+00,2,14,0,0,0
KDOX,2010-10-06 03:20:00+00,1,14,0,0,0
KDOX,2010-10-06 03:20:00+00,2,14,0,0,0
KENX,2010-10-06 03:20:00+00,1,14,0,0,0
KENX,2010-10-06 03:20:00+00,2,14,0,0,0
KOKX,2010-10-06 03:20:00+00,1,14,0,0,0
KOKX,2010-10-06 03:20:00+00,2,14,0,0,0
KTYX,2010-10-06 03:20:00+00,1,14,0,0,0
KTYX,2010-10-06 03:20:00+00,2,14,0,0,0
KBUF,2010-10-06 03:40:00+00,1,14,0,0,0
KBUF,2010-10-06 03:40:00+00,2,14,0,0,0
KCCX,2010-10-06 03:40:00+00,1,14,0,0,0
KCCX,2010-10-06 03:40:00+00,2,14,0,0,0
KLWX,2010-10-06 03:40:00+00,1,14,0,0,0
KLWX,2010-10-06 03:40:00+00,2,14,0,0,0
KBOX,2010-10-06 04:00:00+00,1,14,0,0,0
KBOX,2010-10-06 04:00:00+00,2,14,0,0,0
KCBW,2010-10-06 04:00:00+00,1,14,-9.40159,-3.38831,5.15501
KCBW,2010-10-06 04:00:00+00,2,14,0,0,0
KGYX,2010-10-06 04:00:00+00,1,14,-7.24821,-5.56151,15.38974
KGYX,2010-10-06 04:00:00+00,2,14,0,0,0
KCXX,2010-10-06 04:20:00+00,1,14,-2.05639,-2.86382,1.85331
KCXX,2010-10-06 04:20:00+00,2,14,0,0,0
KDIX,2010-10-06 04:20:00+00,1,14,0,0,0
KDIX,2010-10-06 04:20:00+00,2,14,0,0,0
KDOX,2010-10-06 04:20:00+00,1,14,0,0,0
KDOX,2010-10-06 04:20:00+00,2,14,0,0,0
KENX,2010-10-06 04:20:00+00,1,14,0,0,0
KENX,2010-10-06 04:20:00+00,2,14,0,0,0
KOKX,2010-10-06 04:20:00+00,1,14,0,0,0
KOKX,2010-10-06 04:20:00+00,2,14,0,0,0
KTYX,2010-10-06 04:20:00+00,1,14,-6.10470,-8.41394,2.35079
KTYX,2010-10-06 04:20:00+00,2,14,0,0,0
KBGM,2010-10-06 04:40:00+00,1,14,0,0,0
KBGM,2010-10-06 04:40:00+00,2,14,0,0,0
KBUF,2010-10-06 04:40:00+00,1,14,0,0,0
KBUF,2010-10-06 04:40:00+00,2,14,0,0,0
KCCX,2010-10-06 04:40:00+00,1,14,0,0,0
KCCX,2010-10-06 04:40:00+00,2,14,0,0,0
KLWX,2010-10-06 04:40:00+00,1,14,0,0,0
KLWX,2010-10-06 04:40:00+00,2,14,0,0,0
KBOX,2010-10-06 05:00:00+00,1,14,0,0,0
KBOX,2010-10-06 05:00:00+00,2,14,0,0,0
KCBW,2010-10-06 05:00:00+00,1,14,-9.18256,-6.11122,5.35497
KCBW,2010-10-06 05:00:00+00,2,14,0,0,0
KGYX,2010-10-06 05:00:00+00,1,14,-7.43264,-4.83160,13.72555
KGYX,2010-10-06 05:00:00+00,2,14,0,0,0
KCXX,2010-10-06 05:20:00+00,1,14,-2.01485,-5.73887,1.39232
KCXX,2010-10-06 05:20:00+00,2,14,0,0,0
KDIX,2010-10-06 05:20:00+00,1,14,0,0,0
KDIX,2010-10-06 05:20:00+00,2,14,0,0,0
KDOX,2010-10-06 05:20:00+00,1,14,0,0,0
KDOX,2010-10-06 05:20:00+00,2,14,0,0,0
KENX,2010-10-06 05:20:00+00,1,14,0,0,0
KENX,2010-10-06 05:20:00+00,2,14,0,0,0
KOKX,2010-10-06 05:20:00+00,1,14,0,0,0
KOKX,2010-10-06 05:20:00+00,2,14,0,0,0
KTYX,2010-10-06 05:20:00+00,1,14,0,0,0
KTYX,2010-10-06 05:20:00+00,2,14,0,0,0
KBGM,2010-10-06 05:40:00+00,1,14,0,0,0
KBGM,2010-10-06 05:40:00+00,2,14,0,0,0
KBUF,2010-10-06 05:40:00+00,1,14,0,0,0
KBUF,2010-10-06 05:40:00+00,2,14,0,0,0
KCCX,2010-10-06 05:40:00+00,1,14,0,0,0
KCCX,2010-10-06 05:40:00+00,2,14,0,0,0
KLWX,2010-10-06 05:40:00+00,1,14,0,0,0
KLWX,2010-10-06 05:40:00+00,2,14,0,0,0
KCBW,2010-10-06 06:00:00+00,1,14,-10.32226,-5.15103,3.12656
KCBW,2010-10-06 06:00:00+00,2,14,0,0,0
KGYX,2010-10-06 06:00:00+00,1,14,-8.07892,-4.09267,6.67095
KGYX,2010-10-06 06:00:00+00,2,14,0,0,0
KBOX,2010-10-06 06:20:00+00,1,14,0,0,0
KBOX,2010-10-06 06:20:00+00,2,14,0,0,0
KCXX,2010-10-06 06:20:00+00,1,14,-3.31818,-7.98969,2.87269
KCXX,2010-10-06 06:20:00+00,2,14,0,0,0
KDIX,2010-10-06 06:20:00+00,1,14,0,0,0
KDIX,2010-10-06 06:20:00+00,2,14,0,0,0
KENX,2010-10-06 06:20:00+00,1,14,0,0,0
KENX,2010-10-06 06:20:00+00,2,14,0,0,0
KOKX,2010-10-06 06:20:00+00,1,14,0,0,0
KOKX,2010-10-06 06:20:00+00,2,14,0,0,0
KTYX,2010-10-06 06:20:00+00,1,14,0,0,0
KTYX,2010-10-06 06:20:00+00,2,14,0,0,0
KBGM,2010-10-06 06:40:00+00,1,14,0,0,0
KBGM,2010-10-06 06:40:00+00,2,14,0,0,0
KBUF,2010-10-06 06:40:00+00,1,14,0,0,0
KBUF,2010-10-06 06:40:00+00,2,14,0,0,0
KCCX,2010-10-06 06:40:00+00,1,14,0,0,0
KCCX,2010-10-06 06:40:00+00,2,14,0,0,0
KDOX,2010-10-06 06:40:00+00,1,14,0,0,0
KDOX,2010-10-06 06:40:00+00,2,14,0,0,0
KLWX,2010-10-06 06:40:00+00,1,14,0,0,0
KLWX,2010-10-06 06:40:00+00,2,14,0,0,0
KBOX,2010-10-06 07:00:00+00,1,14,0,0,0
KBOX,2010-10-06 07:00:00+00,2,14,0,0,0
KCBW,2010-10-06 07:00:00+00,1,14,0,0,0
KCBW,2010-10-06 07:00:00+00,2,14,0,0,0
KGYX,2010-10-06 07:00:00+00,1,14,-7.74712,-4.00236,1.11995
KGYX,2010-10-06 07:00:00+00,2,14,0,0,0
KCXX,2010-10-06 07:20:00+00,1,14,-2.49792,-8.57785,2.87387
KCXX,2010-10-06 07:20:00+00,2,14,0,0,0
KDIX,2010-10-06 07:20:00+00,1,14,0,0,0
KDIX,2010-10-06 07:20:00+00,2,14,0,0,0
KDOX,2010-10-06 07:20:00+00,1,14,0,0,0
KDOX,2010-10-06 07:20:00+00,2,14,0,0,0
KENX,2010-10-06 07:20:00+00,1,14,0,0,0
KENX,2010-10-06 07:20:00+00,2,14,0,0,0
KOKX,2010-10-06 07:20:00+00,1,14,0,0,0
KOKX,2010-10-06 07:20:00+00,2,14,0,0,0
KTYX,2010-10-06 07:20:00+00,1,14,0,0,0
KTYX,2010-10-06 07:20:00+00,2,14,0,0,0
KBGM,2010-10-06 07:40:00+00,1,14,0,0,0
KBGM,2010-10-06 07:40:00+00,2,14,0,0,0
KBUF,2010-10-06 07:40:00+00,1,14,0,0,0
KBUF,2010-10-06 07:40:00+00,2,14,0,0,0
KCCX,2010-10-06 07:40:00+00,1,14,0,0,0
KCCX,2010-10-06 07:40:00+00,2,14,0,0,0
KLWX,2010-10-06 07:40:00+00,1,14,0,0,0
KLWX,2010-10-06 07:40:00+00,2,14,0,0,0
KBOX,2010-10-06 08:00:00+00,1,14,0,0,0
KBOX,2010-10-06 08:00:00+00,2,14,0,0,0
KCBW,2010-10-06 08:00:00+00,1,14,0,0,0
KCBW,2010-10-06 08:00:00+00,2,14,0,0,0
KGYX,2010-10-06 08:00:00+00,1,14,0,0,0
KGYX,2010-10-06 08:00:00+00,2,14,0,0,0
KBGM,2010-10-06 08:20:00+00,1,14,0,0,0
KBGM,2010-10-06 08:20:00+00,2,14,0,0,0
KCXX,2010-10-06 08:20:00+00,1,14,-1.74836,-7.15639,2.48011
KCXX,2010-10-06 08:20:00+00,2,14,0,0,0
KDIX,2010-10-06 08:20:00+00,1,14,0,0,0
KDIX,2010-10-06 08:20:00+00,2,14,0,0,0
KDOX,2010-10-06 08:20:00+00,1,14,0,0,0
KDOX,2010-10-06 08:20:00+00,2,14,0,0,0
KENX,2010-10-06 08:20:00+00,1,14,0,0,0
KENX,2010-10-06 08:20:00+00,2,14,0,0,0
KOKX,2010-10-06 08:20:00+00,1,14,0,0,0
KOKX,2010-10-06 08:20:00+00,2,14,0,0,0
KTYX,2010-10-06 08:20:00+00,1,14,0,0,0
KTYX,2010-10-06 08:20:00+00,2,14,0,0,0
KBUF,2010-10-06 08:40:00+00,1,14,0,0,0
KBUF,2010-10-06 08:40:00+00,2,14,0,0,0
KCCX,2010-10-06 08:40:00+00,1,14,0,0,0
KCCX,2010-10-06 08:40:00+00,2,14,0,0,0
KLWX,2010-10-06 08:40:00+00,1,14,0,0,0
KLWX,2010-10-06 08:40:00+00,2,14,0,0,0
KBOX,2010-10-06 09:00:00+00,1,14,-1.94586,1.78106,1.19432
KBOX,2010-10-06 09:00:00+00,2,14,0,0,0
KCBW,2010-10-06 09:00:00+00,1,14,0,0,0
KCBW,2010-10-06 09:00:00+00,2,14,0,0,0
KGYX,2010-10-06 09:00:00+00,1,14,0,0,0
KGYX,2010-10-06 09:00:00+00,2,14,0,0,0
KBGM,2010-10-06 09:20:00+00,1,14,0,0,0
KBGM,2010-10-06 09:20:00+00,2,14,0,0,0
KCXX,2010-10-06 09:20:00+00,1,14,0,0,0
KCXX,2010-10-06 09:20:00+00,2,14,0,0,0
KDIX,2010-10-06 09:20:00+00,1,14,0,0,0
KDIX,2010-10-06 09:20:00+00,2,14,0,0,0
KDOX,2010-10-06 09:20:00+00,1,14,0,0,0
KDOX,2010-10-06 09:20:00+00,2,14,0,0,0
KENX,2010-10-06 09:20:00+00,1,14,0,0,0
KENX,2010-10-06 09:20:00+00,2,14,0,0,0
KOKX,2010-10-06 09:20:00+00,1,14,0,0,0
KOKX,2010-10-06 09:20:00+00,2,14,0,0,0
KTYX,2010-10-06 09:20:00+00,1,14,0,0,0
KTYX,2010-10-06 09:20:00+00,2,14,0,0,0
KBUF,2010-10-06 09:40:00+00,1,14,0,0,0
KBUF,2010-10-06 09:40:00+00,2,14,0,0,0
KCCX,2010-10-06 09:40:00+00,1,14,0,0,0
KCCX,2010-10-06 09:40:00+00,2,14,0,0,0
KLWX,2010-10-06 09:40:00+00,1,14,0,0,0
KLWX,2010-10-06 09:40:00+00,2,14,0,0,0
KBOX,2010-10-06 10:00:00+00,1,14,-3.38012,3.72366,62.12558
KBOX,2010-10-06 10:00:00+00,2,14,-0.17661,1.02872,159.89477
KCBW,2010-10-06 10:00:00+00,1,14,0,0,0
KCBW,2010-10-06 10:00:00+00,2,14,0,0,0
KGYX,2010-10-06 10:00:00+00,1,14,0,0,0
KGYX,2010-10-06 10:00:00+00,2,14,0,0,0
KBGM,2010-10-06 10:20:00+00,1,14,0,0,0
KBGM,2010-10-06 10:20:00+00,2,14,0,0,0
KCXX,2010-10-06 10:20:00+00,1,14,0,0,0
KCXX,2010-10-06 10:20:00+00,2,14,0,0,0
KDOX,2010-10-06 10:20:00+00,1,14,0,0,0
KDOX,2010-10-06 10:20:00+00,2,14,0,0,0
KENX,2010-10-06 10:20:00+00,1,14,3.24999,-2.58500,10.80194
KENX,2010-10-06 10:20:00+00,2,14,0,0,0
KOKX,2010-10-06 10:20:00+00,1,14,0,0,0
KOKX,2010-10-06 10:20:00+00,2,14,0,0,0
KTYX,2010-10-06 10:20:00+00,1,14,0,0,0
KTYX,2010-10-06 10:20:00+00,2,14,0,0,0
KBUF,2010-10-06 10:40:00+00,1,14,0,0,0
KBUF,2010-10-06 10:40:00+00,2,14,0,0,0
KCCX,2010-10-06 10:40:00+00,1,14,0,0,0
KCCX,2010-10-06 10:40:00+00,2,14,0,0,0
KLWX,2010-10-06 10:40:00+00,1,14,0,0,0
KLWX,2010-10-06 10:40:00+00,2,14,0,0,0
KCBW,2010-10-06 21:40:00+00,1,14,0,0,0
KCBW,2010-10-06 21:40:00+00,2,14,0,0,0
KBOX,2010-10-06 22:00:00+00,1,14,0,0,0
KBOX,2010-10-06 22:00:00+00,2,14,0,0,0
KGYX,2010-10-06 22:00:00+00,1,14,0,0,0
KGYX,2010-10-06 22:00:00+00,2,14,0,0,0
KBGM,2010-10-06 22:20:00+00,1,14,0,0,0
KBGM,2010-10-06 22:20:00+00,2,14,0,0,0
KCXX,2010-10-06 22:20:00+00,1,14,0,0,0
KCXX,2010-10-06 22:20:00+00,2,14,0,0,0
KDIX,2010-10-06 22:20:00+00,1,14,0,0,0
KDIX,2010-10-06 22:20:00+00,2,14,0,0,0
KDOX,2010-10-06 22:20:00+00,1,14,0,0,0
KDOX,2010-10-06 22:20:00+00,2,14,0,0,0
KENX,2010-10-06 22:20:00+00,1,14,0.01928,-2.83416,2.04324
KENX,2010-10-06 22:20:00+00,2,14,3.16252,-10.15008,10.84412
KOKX,2010-10-06 22:20:00+00,1,14,0,0,0
KOKX,2010-10-06 22:20:00+00,2,14,0,0,0
KTYX,2010-10-06 22:20:00+00,1,14,0,0,0
KTYX,2010-10-06 22:20:00+00,2,14,-3.84158,-0.44254,8.18173
KBUF,2010-10-06 22:40:00+00,1,14,0,0,0
KBUF,2010-10-06 22:40:00+00,2,14,0,0,0
KCCX,2010-10-06 22:40:00+00,1,14,0,0,0
KCCX,2010-10-06 22:40:00+00,2,14,0,0,0
KLWX,2010-10-06 22:40:00+00,1,14,0,0,0
KLWX,2010-10-06 22:40:00+00,2,14,0,0,0
KBOX,2010-10-06 23:00:00+00,1,14,0,0,0
KBOX,2010-10-06 23:00:00+00,2,14,0,0,0
KGYX,2010-10-06 23:00:00+00,1,14,0,0,0
KGYX,2010-10-06 23:00:00+00,2,14,0,0,0
KBGM,2010-10-06 23:20:00+00,1,14,0,0,0
KBGM,2010-10-06 23:20:00+00,2,14,0,0,0
KCXX,2010-10-06 23:20:00+00,1,14,9.67535,2.15919,1.32303
KCXX,2010-10-06 23:20:00+00,2,14,0,0,0
KDIX,2010-10-06 23:20:00+00,1,14,0,0,0
KDIX,2010-10-06 23:20:00+00,2,14,0,0,0
KDOX,2010-10-06 23:20:00+00,1,14,0,0,0
KDOX,2010-10-06 23:20:00+00,2,14,0,0,0
KENX,2010-10-06 23:20:00+00,1,14,0,0,0
KENX,2010-10-06 23:20:00+00,2,14,0,0,0
KOKX,2010-10-06 23:20:00+00,1,14,0,0,0
KOKX,2010-10-06 23:20:00+00,2,14,0,0,0
KTYX,2010-10-06 23:20:00+00,1,14,0,0,0
KTYX,2010-10-06 23:20:00+00,2,14,0.23269,-2.57836,1.77314
KBUF,2010-10-06 23:40:00+00,1,14,0,0,0
KBUF,2010-10-06 23:40:00+00,2,14,0,0,0
KCCX,2010-10-06 23:40:00+00,1,14,0,0,0
KCCX,2010-10-06 23:40:00+00,2,14,0,0,0
KLWX,2010-10-06 23:40:00+00,1,14,0,0,0
KLWX,2010-10-06 23:40:00+00,2,14,0,0,0
